Group,Component,Layer,mean_Logit,std_Logit,sem_Logit,count_Logit,mean_Posteriors,std_Posteriors,sem_Posteriors,count_Posteriors
Experiment (Homopolymer),attn,0,1.1114536830357142,0.26758188150161893,0.045229593127871004,35,3.9642788818904333,9.925302649840168,1.6776823527961275,35
Experiment (Homopolymer),attn,1,1.1939174107142858,0.32734772207791474,0.05533186401796752,35,4.823386859893799,13.379091982792005,2.2614793027321696,35
Experiment (Homopolymer),attn,2,1.2654436383928571,0.500466691127117,0.08459431067119705,35,5.137118506431579,11.876708552777343,2.007530153110067,35
Experiment (Homopolymer),attn,3,1.2608956473214286,0.4037513145196916,0.06824642826370977,35,5.894449322564261,15.920434277265914,2.6910445533114005,35
Experiment (Homopolymer),attn,4,1.402455357142857,0.6137517318357739,0.10374297750159997,35,5.831282596928733,11.074276010729983,1.8718942977012776,35
Experiment (Homopolymer),attn,5,1.2425502232142858,0.35787424833684983,0.06049178872793167,35,5.786385648591178,12.852092008888075,2.172400048694825,35
Experiment (Homopolymer),attn,6,1.32236328125,0.5202137394963517,0.08793217106071476,35,6.927477894510542,15.137593552762315,2.5587203194936063,35
Experiment (Homopolymer),attn,7,1.3223911830357142,0.5307349819480158,0.0897105856253256,35,6.561008426121303,15.866437524638968,2.681917436266563,35
Experiment (Homopolymer),attn,8,1.1954938616071429,0.30545958967009135,0.0516320943714609,35,7.261549884932382,20.05260607407046,3.389509068379109,35
Experiment (Homopolymer),attn,9,1.2676060267857143,0.5433166389387074,0.09183727381276917,35,5.051493031638009,10.676238366094099,1.8046136559200507,35
Experiment (Homopolymer),attn,10,1.5389787946428573,1.1620139684924888,0.19641620990507908,35,8.642831689970834,26.340041303283318,4.452279595438951,35
Experiment (Homopolymer),attn,11,1.3267578125,0.41635578600378875,0.07037697280438757,35,7.27974921975817,16.225470361625522,2.742605062219851,35
Experiment (Homopolymer),attn,12,1.30634765625,0.3829960047789289,0.06473814059658702,35,6.655185639858246,16.326724400335948,2.759720118544763,35
Experiment (Homopolymer),attn,13,1.3178850446428572,0.45090809688495215,0.07621737931477109,35,6.672943340029035,15.374355616695933,2.5987404126319666,35
Experiment (Homopolymer),attn,14,1.3323102678571428,0.4404963981757626,0.0744574810221665,35,5.306053801945278,9.93355164604129,1.679076687643451,35
Experiment (Homopolymer),attn,15,1.3761439732142857,0.49345952978864094,0.08340988422744061,35,8.051898540769304,19.722922988690083,3.3337824559148586,35
Experiment (Homopolymer),attn,16,1.3618024553571428,0.5106446768905647,0.08631470426570587,35,7.6055783595357624,16.795569151977315,2.8389693458761305,35
Experiment (Homopolymer),attn,17,1.1804408482142856,0.48392496563964693,0.08179824873593976,35,17.91540997028351,54.732833606063735,9.251537439102542,35
Experiment (Homopolymer),mlp,0,1.4360909598214286,0.8245422117503385,0.13937307169281202,35,6.048930311203003,11.95556983738459,2.0208601431539015,35
Experiment (Homopolymer),mlp,1,1.3411830357142858,0.5531298563058124,0.09349601029484605,35,5.580781987735203,14.256424107450524,2.409775498325201,35
Experiment (Homopolymer),mlp,2,1.4047991071428572,0.6137371346708305,0.10374051013038818,35,5.763390564918518,12.25043441585651,2.070701353766756,35
Experiment (Homopolymer),mlp,3,1.4573800223214286,0.688893151728227,0.11644419564728971,35,8.674557825497219,20.07816414846807,3.39382917144307,35
Experiment (Homopolymer),mlp,4,1.4331473214285715,0.618097520575222,0.10447754987025915,35,5.835268909590585,10.209204651512373,1.725670549723969,35
Experiment (Homopolymer),mlp,5,1.4211495535714285,0.5030102902719884,0.08502425739911942,35,8.632706267493111,19.9013965591209,3.363949995396098,35
Experiment (Homopolymer),mlp,6,1.4154854910714285,0.5019114557948343,0.0848385204723976,35,7.602109565053667,18.24007985599096,3.0831362193757332,35
Experiment (Homopolymer),mlp,7,1.3706752232142858,0.43274160875668677,0.07314668236775539,35,7.776504279885973,18.528318809885178,3.131857495028173,35
Experiment (Homopolymer),mlp,8,1.319712611607143,0.4340166833879,0.07336220931768864,35,7.621143456867763,17.193999488328995,2.906316364672237,35
Experiment (Homopolymer),mlp,9,1.405859375,0.5587287190557964,0.09444239082980407,35,7.817368224688939,17.768959007087002,3.003502261387235,35
Experiment (Homopolymer),mlp,10,1.3589425223214286,0.411748157611758,0.06959814145644101,35,8.028074223654611,19.856181037238933,3.356307177256435,35
Experiment (Homopolymer),mlp,11,1.3895786830357142,0.3307565717150945,0.055908064772885964,35,6.734849091938564,15.71233869778784,2.6558699804341828,35
Experiment (Homopolymer),mlp,12,1.4318917410714285,0.3842552332584078,0.06495098905800839,35,6.120910954475403,11.985124720632214,2.0258558302188483,35
Experiment (Homopolymer),mlp,13,1.4561104910714286,0.4815037991602474,0.08138899690564563,35,5.707285193034581,10.9541326039873,1.8515863554240464,35
Experiment (Homopolymer),mlp,14,1.4993861607142858,0.5122860918121469,0.08659215402665588,35,7.009689542225429,15.695711269724647,2.6530594321196226,35
Experiment (Homopolymer),mlp,15,1.3284877232142858,0.2862122131808047,0.048378693945004464,35,7.8164841072899955,16.194998495886814,2.7374543768241333,35
Experiment (Homopolymer),mlp,16,1.56357421875,1.0212048409069996,0.1726151232483817,35,9.404394548279898,20.78236207066994,3.5128603454670486,35
Experiment (Homopolymer),mlp,17,1.55,0.9852340127297602,0.16653494355236126,35,21.98780173914773,66.16443244290896,11.183830318164402,35
