Group,Component,Layer,mean_Logit,std_Logit,sem_Logit,count_Logit,mean_Posteriors,std_Posteriors,sem_Posteriors,count_Posteriors
Control (Single Error),layer,15,1.9365931919642858,0.7979011167760212,0.21324804339286976,14,25.793769431965693,41.105993269523786,10.986038811256686,14
Control (Single Error),layer,16,1.7895856584821428,0.9795795204596125,0.26180363919001315,14,26.0894150861672,43.6334646353509,11.661533947385731,14
Control (Single Error),layer,17,1.0,0.0,0.0,14,27.658280559948512,45.15489395870124,12.068153037826322,14
Control (Single Error),mlp,0,1.2236676897321428,0.8895690973148069,0.23774734171526962,14,11.863528055804116,20.090103576892744,5.369306032109594,14
Control (Single Error),mlp,1,0.9536481584821429,0.7609300724037769,0.2033671161591444,14,13.446838736534119,28.439269878572787,7.600714586829966,14
Control (Single Error),mlp,2,1.0910295758928572,1.2364713362935258,0.3304608649269226,14,11.12727313382285,21.630478306120462,5.780988495253508,14
Control (Single Error),mlp,3,1.1537737165178572,0.8786919949580313,0.2348403138309892,14,12.603198566607066,22.43125666596546,5.995005514202276,14
Control (Single Error),mlp,4,1.3421456473214286,1.3632633231231823,0.3643474487915604,14,14.218551874160767,25.65751549613123,6.857259455883305,14
Control (Single Error),mlp,5,1.052490234375,0.7800985860031193,0.20849011690931987,14,9.539140109504972,13.78098789721476,3.6831239401897067,14
Control (Single Error),mlp,6,1.0569196428571428,1.0845370732719273,0.28985472510272126,14,12.385868549346924,17.532253411937507,4.685691820397758,14
Control (Single Error),mlp,7,0.9637276785714286,0.8003512415775993,0.21390286679017997,14,11.284435072115489,16.035605576638133,4.2856958612301055,14
Control (Single Error),mlp,8,0.7724609375,0.5235678229160563,0.1399293865779295,14,9.52519941329956,17.749250062364528,4.743686614681719,14
Control (Single Error),mlp,9,0.8513881138392857,0.5592971520424601,0.1494784514529499,14,9.693870527403694,16.449451348743644,4.396300796243231,14
Control (Single Error),mlp,10,1.2423967633928572,1.1493729389524308,0.30718283908495975,14,7.240843657936368,9.972408876036676,2.6652383810680464,14
Control (Single Error),mlp,11,1.1512625558035714,1.298757975793404,0.3471076695542116,14,19.557910195418767,47.18162355203838,12.60981930596227,14
Control (Single Error),mlp,12,0.9646693638392857,0.7030462395568576,0.1878970111058256,14,10.875490154538836,18.68110637858443,4.992735691038589,14
Control (Single Error),mlp,13,1.1031668526785714,0.6868047447524152,0.18355628903387608,14,13.3301790867533,23.105360685825996,6.175167391728361,14
Control (Single Error),mlp,14,1.4452427455357142,1.0483064879845807,0.280171693883611,14,12.704061201640538,26.891592347042977,7.187080367673353,14
Control (Single Error),mlp,15,1.3096400669642858,0.9783667763089017,0.26147951968217215,14,14.871837879930224,26.36902415894222,7.04741814473762,14
Control (Single Error),mlp,16,1.5484095982142858,1.1926729813410302,0.31875526218859745,14,13.316562925066266,24.640043139947082,6.5853285303579705,14
Control (Single Error),mlp,17,2.9732142857142856,3.712260441421032,0.9921433358765497,14,27.538513009037292,46.373483871989535,12.393834891433707,14
Experiment (Homopolymer),attn,0,0.19649832589285715,0.24504414858186874,0.04142002095405863,35,1.7726840342794146,4.1780897239284,0.706226061363116,35
Experiment (Homopolymer),attn,1,0.27723214285714287,0.23532388382649372,0.039776996331040065,35,1.9223871384348188,4.951014422480464,0.8368741808763227,35
Experiment (Homopolymer),attn,2,0.4172991071428571,0.5731343714484108,0.09687739051215569,35,2.682942148617336,5.73615440798521,0.9695870607376871,35
Experiment (Homopolymer),attn,3,0.4112583705357143,0.4216327568945866,0.07126894368447484,35,3.906309623377664,10.739294640721488,1.8152721116777844,35
Experiment (Homopolymer),attn,4,0.6228376116071429,0.6346688703935078,0.10727861923136292,35,4.037488978249686,8.902557162816464,1.5048068128236332,35
