Group,Component,Layer,mean_Logit,std_Logit,sem_Logit,count_Logit,mean_Posteriors,std_Posteriors,sem_Posteriors,count_Posteriors
Experiment (Homopolymer),head 0,0,0.4911074778767992,0.11529441899501162,0.019488313752017275,35,0.4549916639698595,0.25584647236637437,0.04324594693554463,35
Experiment (Homopolymer),head 0,1,0.49155345819006857,0.11546991498365734,0.01951797798831562,35,0.4914704949963297,0.15087324100631866,0.025502232312234224,35
Experiment (Homopolymer),head 0,2,0.4928649449616742,0.1147245503910552,0.019391988376963282,35,0.48515809956864014,0.1674920213016413,0.028311318887232293,35
Experiment (Homopolymer),head 0,3,0.4943647152632246,0.11425943458605624,0.01931336945665601,35,0.5127064113746211,0.18716779357478516,0.03163713141757568,35
Experiment (Homopolymer),head 0,4,0.4955326318900374,0.10440683596717992,0.017647976328080885,35,0.4409643564438301,0.259778213247708,0.04391053244241446,35
Experiment (Homopolymer),head 0,5,0.48965512011289475,0.11631292917099124,0.019660473393759967,35,0.500029135092361,0.13827426661631417,0.023372616950048643,35
Experiment (Homopolymer),head 0,6,0.49061699243069096,0.11312382204395238,0.019121415902319583,35,0.4482202614291471,0.21305925903052841,0.03601358785579124,35
Experiment (Homopolymer),head 0,7,0.49049049228543384,0.11867570768111378,0.020059855855922203,35,0.5022741823897477,0.2217510889044108,0.037482775255648866,35
Experiment (Homopolymer),head 0,8,0.4909172549649999,0.11997615631424476,0.020279671794991506,35,0.49348556096126167,0.1517204228599936,0.025645432181866656,35
Experiment (Homopolymer),head 0,9,0.49274325603340097,0.11582377167284214,0.019577790685601355,35,0.49441457982066966,0.12050108874392879,0.020368401570269996,35
Experiment (Homopolymer),head 0,10,0.493567076975193,0.11250662440038464,0.019017090459425644,35,0.4912464759042186,0.13859835395138165,0.02342739770807582,35
Experiment (Homopolymer),head 0,11,0.4925941824254151,0.11435323867644892,0.019329225241877274,35,0.5100957702771475,0.1349498862227071,0.022810694103250023,35
Experiment (Homopolymer),head 0,12,0.4938158102554308,0.1151858452732196,0.019469961443432427,35,0.4714031113126104,0.15013323879781887,0.025377149109229804,35
Experiment (Homopolymer),head 0,13,0.49248465661963253,0.11813658471361134,0.01996872744196089,35,0.47818548048832993,0.1411293941822104,0.023855221592070614,35
Experiment (Homopolymer),head 0,14,0.4933429928086118,0.11076702215517904,0.018723044011611484,35,0.48069242665735334,0.19162907502559856,0.03239122561751495,35
Experiment (Homopolymer),head 0,15,0.49649756492090924,0.10712597407603434,0.01810759455645944,35,0.477419382369348,0.13097398001778654,0.022138643294152,35
Experiment (Homopolymer),head 0,16,0.4974036867605956,0.11325751139504178,0.0191440135270966,35,0.47588156952932303,0.1459838419493859,0.024675773029027757,35
Experiment (Homopolymer),head 0,17,0.49749138450498326,0.11278336856794158,0.01906386876156205,35,0.5006634710780373,0.11513810140668918,0.01946189125704535,35
Experiment (Homopolymer),head 1,0,0.49237440045611963,0.1133260391830968,0.01915559683742497,35,0.4260398258732825,0.3836325554471273,0.06484573729770264,35
Experiment (Homopolymer),head 1,1,0.4897356471748422,0.1112877648754798,0.0188110655967477,35,0.44432117061537685,0.2178755200520388,0.03682768455463377,35
Experiment (Homopolymer),head 1,2,0.49012899295339424,0.11856347622692964,0.020040885277718582,35,0.47068688621415516,0.21652331589715154,0.03659912033568086,35
Experiment (Homopolymer),head 1,3,0.4937420109625153,0.11425237940084537,0.01931217691269624,35,0.4931766489943735,0.17995517314178924,0.03041797604823801,35
Experiment (Homopolymer),head 1,4,0.49066389375039815,0.11789111886861628,0.01992723614130327,35,0.49174794372348896,0.16233808276732845,0.027440144271055542,35
Experiment (Homopolymer),head 1,5,0.49005033571938394,0.11775408147476038,0.019904072594008424,35,0.5126748409606774,0.1935310356800806,0.03271271564540729,35
Experiment (Homopolymer),head 1,6,0.48669648350256,0.12560439171742493,0.021231017214513787,35,0.4683348566855612,0.17623057377099968,0.029788403847161617,35
Experiment (Homopolymer),head 1,7,0.48971037729006506,0.12027982601631902,0.02033100134313955,35,0.4982341439544733,0.1494650808236694,0.02526420979829316,35
Experiment (Homopolymer),head 1,8,0.4916990237684332,0.11813294983805785,0.019968113035853004,35,0.489008027428467,0.14252522184392094,0.0240911595295031,35
Experiment (Homopolymer),head 1,9,0.493296515512132,0.11295558542653127,0.019092978723716663,35,0.5141210611040795,0.19090642109892592,0.03226907480935022,35
Experiment (Homopolymer),head 1,10,0.4931518833012655,0.11570826062595868,0.01955826575505301,35,0.49387500643487936,0.13578004162675714,0.02295101597761378,35
